,POISSON PELAGIQUE,CEPHALOPODES,POISSON BLANC,COQUILLAGES,CRUSTACES,POISSON PELAGIQUE (2),CEPHALOPODES (2),POISSON BLANC (2),COQUILLAGES (2),CRUSTACES (2),ALGUES,ALGUES (2),MEDITERRANEE,CALA IRIS,FNIDEQ,AL HOCEIMA,JEBHA,M'DIQ,NADOR,RAS KEBDANA,SIDI H'SAINE,TANGER,ATLANTIQUE,AGADIR,AMEGRIOU,BOUJDOUR,CASABLANCA,DAKHLA,EL JADIDA,ESSAOUIRA,IMESSOUANE,IMI OUADDAR,JORF LASFAR,LAAYOUNE,LABOUIRDA,LACRAA (CAP 7),LAKRAA,LARACHE,LMHIRIZ,SAFI,SID ELGHAZI,SIDI IFNI,SOUIRIA KDIMA,TAGHAZOUT,TAN TAN,KSAR SGHIR,DAKHLA (STOCK C),LASSARGA,MOHAMMEDIA,NTIRIFT,Imoutlan,TARFAYA,ASILAH,MEHDIA,MARTIL,AGLOU,OUED LAOU,RKOUNTE,AINBIDA,CHMAALA,INOUAREN,TIFNIT,Sidi ABED,KAA ASRAS,TAFEDNA,TARGHA,Lahdida,AMTAR,BHIBEH,SALE,BELYOUNECH,TAROUMA
2021-02-01,351897.0,1060480.0,224631.0,329.0,36367.0,107903.0,17211.0,12799.0,28.0,894.0,6496.0,25984.0,4168.0,94.0,49.0,510.0,80.0,408.0,922.0,110.0,58.0,1703.0,141164.0,3931.0,151.0,1829.0,2859.0,7391.0,3425.0,635.0,50.0,96.0,2236.0,34719.0,1133.0,909.0,8.0,1567.0,939.0,9128.0,319.0,9058.0,169.0,24.0,4819.0,5.0,46908.0,2164.0,494.0,1094.0,411.0,1075.0,1.0,1645.0,72.0,3.0,38.0,2.0,0.0,47.0,10.0,10.0,983.0,33.0,42.0,14.0,687.0,13.0,56.0,55.0,2.0,129.0
2021-03-01,585494.0,1506555.0,361031.0,680.0,60684.0,191733.0,24430.0,21405.0,57.0,1451.0,7429.0,29718.0,6367.0,130.0,57.0,771.0,105.0,601.0,1296.0,146.0,78.0,2914.0,240139.0,7543.0,226.0,3701.0,4606.0,20149.0,3900.0,1739.0,110.0,139.0,2513.0,46463.0,2104.0,1223.0,15.0,3232.0,1393.0,13167.0,431.0,20047.0,299.0,35.0,24136.0,8.0,69516.0,3344.0,627.0,2149.0,572.0,1760.0,1.0,2361.0,82.0,4.0,40.0,3.0,0.0,50.0,15.0,31.0,1410.0,37.0,93.0,16.0,702.0,15.0,102.0,70.0,3.0,193.0
2021-04-01,849776.0,1799311.0,499439.0,2007.0,92547.0,273447.0,30572.0,28947.0,119.0,2039.0,8285.0,33081.0,7982.0,145.0,61.0,1012.0,128.0,819.0,1604.0,206.0,86.0,3632.0,335428.0,10932.0,262.0,10799.0,5726.0,46972.0,4222.0,2201.0,175.0,148.0,3066.0,59895.0,3656.0,1493.0,60.0,4997.0,2117.0,17701.0,572.0,28613.0,363.0,38.0,29986.0,9.0,84704.0,4272.0,687.0,2992.0,713.0,2276.0,25.0,2925.0,88.0,6.0,41.0,3.0,0.0,52.0,17.0,41.0,1473.0,41.0,113.0,18.0,708.0,16.0,134.0,82.0,3.0,225.0
2021-05-01,1034870.0,1871764.0,574476.0,4209.0,122821.0,333178.0,34136.0,32743.0,200.0,2624.0,11165.0,44600.0,9354.0,165.0,64.0,1135.0,175.0,1036.0,1842.0,332.0,86.0,4221.0,404691.0,13842.0,262.0,15533.0,6915.0,55587.0,4676.0,2981.0,224.0,149.0,4398.0,62278.0,5057.0,1879.0,157.0,6190.0,2576.0,20038.0,619.0,34568.0,383.0,38.0,31743.0,9.0,113526.0,5187.0,710.0,3725.0,807.0,2517.0,66.0,4563.0,88.0,9.0,41.0,3.0,2.0,53.0,17.0,45.0,2033.0,46.0,127.0,19.0,709.0,18.0,134.0,84.0,4.0,225.0
2021-06-01,1314241.0,2313292.0,689907.0,6833.0,147753.0,435339.0,40337.0,39248.0,433.0,3129.0,12955.0,51858.0,11555.0,205.0,74.0,1331.0,242.0,1282.0,2186.0,465.0,95.0,4987.0,519886.0,17129.0,300.0,21500.0,10488.0,67132.0,5324.0,4336.0,440.0,177.0,5466.0,80376.0,5663.0,2243.0,196.0,7305.0,2934.0,25632.0,722.0,41950.0,556.0,48.0,48179.0,150.0,146151.0,5954.0,1181.0,4251.0,1022.0,3108.0,95.0,5799.0,116.0,19.0,127.0,6.0,2.0,69.0,20.0,82.0,2117.0,99.0,146.0,67.0,727.0,21.0,202.0,117.0,4.0,290.0
2021-07-01,1473906.0,2602763.0,751780.0,7364.0,165041.0,496866.0,44453.0,42287.0,529.0,3395.0,13331.0,53580.0,12788.0,232.0,76.0,1496.0,284.0,1484.0,2533.0,535.0,109.0,5207.0,588074.0,18718.0,322.0,24108.0,12977.0,72410.0,5492.0,4718.0,600.0,214.0,6652.0,99060.0,5804.0,2322.0,196.0,8059.0,2934.0,27638.0,736.0,42876.0,610.0,57.0,53998.0,152.0,168977.0,6457.0,1445.0,4420.0,1082.0,3374.0,96.0,6945.0,141.0,27.0,179.0,8.0,2.0,81.0,23.0,113.0,2120.0,118.0,174.0,95.0,961.0,24.0,303.0,147.0,5.0,354.0
2021-08-01,1726572.0,3200125.0,865266.0,7827.0,192089.0,589290.0,52353.0,49185.0,603.0,3821.0,14058.0,56632.0,14522.0,267.0,78.0,1837.0,331.0,1642.0,3028.0,653.0,124.0,5609.0,694789.0,24072.0,459.0,25243.0,16051.0,75883.0,5741.0,5493.0,676.0,275.0,9154.0,133332.0,6315.0,2542.0,210.0,8956.0,3208.0,33991.0,886.0,43831.0,718.0,69.0,61778.0,154.0,201363.0,8346.0,1546.0,5053.0,1192.0,4069.0,98.0,8888.0,155.0,41.0,210.0,12.0,2.0,92.0,25.0,151.0,2296.0,137.0,200.0,130.0,1027.0,26.0,407.0,172.0,8.0,402.0
2021-09-01,2106653.0,3426465.0,994119.0,8889.0,225886.0,727331.0,56095.0,60015.0,795.0,4449.0,17302.0,69815.0,16094.0,304.0,81.0,2088.0,362.0,1828.0,3387.0,730.0,131.0,6015.0,849892.0,26993.0,498.0,33872.0,18164.0,93428.0,7381.0,6633.0,831.0,319.0,11856.0,174723.0,6443.0,2761.0,306.0,9997.0,3577.0,42627.0,988.0,45347.0,1064.0,79.0,75914.0,154.0,243446.0,10176.0,1715.0,5375.0,1232.0,8029.0,99.0,9955.0,166.0,46.0,292.0,14.0,3.0,96.0,25.0,165.0,2577.0,190.0,208.0,175.0,1388.0,30.0,407.0,172.0,24.0,435.0
2021-10-01,2458727.0,3507208.0,1114771.0,9271.0,249427.0,869844.0,57964.0,70485.0,855.0,4940.0,18991.0,74978.0,17019.0,331.0,84.0,2161.0,391.0,2011.0,3654.0,783.0,131.0,6231.0,1006062.0,29139.0,498.0,43724.0,18771.0,113286.0,7901.0,8558.0,1005.0,321.0,14718.0,212608.0,6689.0,3267.0,399.0,10507.0,3945.0,50233.0,1267.0,47133.0,1416.0,84.0,85398.0,154.0,296261.0,11749.0,2100.0,5706.0,1268.0,10963.0,99.0,10390.0,169.0,48.0,316.0,14.0,4.0,97.0,25.0,169.0,3133.0,205.0,233.0,190.0,1388.0,33.0,407.0,172.0,36.0,435.0
2021-11-01,2824316.0,3601183.0,1241947.0,9708.0,280859.0,1018146.0,60794.0,79202.0,937.0,5919.0,20022.0,77677.0,17862.0,352.0,88.0,2224.0,439.0,2151.0,3854.0,821.0,131.0,6482.0,1166941.0,31623.0,691.0,53535.0,20317.0,131720.0,8966.0,11182.0,1093.0,321.0,16384.0,254617.0,7278.0,3638.0,465.0,11080.0,4385.0,57707.0,1524.0,48015.0,1487.0,84.0,104782.0,154.0,341857.0,13277.0,2583.0,6020.0,1309.0,13145.0,99.0,11007.0,170.0,50.0,344.0,15.0,4.0,99.0,25.0,169.0,3180.0,244.0,255.0,198.0,1397.0,34.0,408.0,172.0,36.0,435.0
2021-12-01,3138892.0,4202642.0,1372798.0,10345.0,307502.0,1149315.0,68925.0,86184.0,1040.0,6761.0,20512.0,78681.0,19397.0,386.0,117.0,2542.0,501.0,2335.0,4251.0,870.0,131.0,6719.0,1313351.0,34280.0,732.0,60357.0,21948.0,149525.0,10511.0,13626.0,1170.0,369.0,16993.0,285802.0,8412.0,4374.0,498.0,12146.0,5072.0,64276.0,1716.0,48414.0,1533.0,94.0,123138.0,156.0,386533.0,14500.0,2980.0,6813.0,1680.0,16674.0,99.0,12052.0,207.0,51.0,405.0,15.0,4.0,126.0,30.0,170.0,3234.0,283.0,285.0,244.0,1515.0,37.0,412.0,229.0,39.0,448.0
2022-01-01,108165.0,935683.0,124351.0,55.0,19990.0,25050.0,12851.0,8221.0,4.0,586.0,630.0,1731.0,1428.0,38.0,9.0,233.0,45.0,94.0,589.0,95.0,26.0,229.0,45878.0,2491.0,67.0,1103.0,1788.0,1607.0,553.0,1893.0,43.0,82.0,173.0,17141.0,1311.0,958.0,1.0,659.0,858.0,3846.0,335.0,422.0,130.0,15.0,2615.0,5.0,1328.0,2060.0,671.0,1384.0,411.0,483.0,2.0,1148.0,26.0,3.0,7.0,2.0,0.0,12.0,4.0,20.0,0.0,12.0,39.0,1.0,0.0,1.0,24.0,26.0,0.0,165.0
2022-02-01,292373.0,1440130.0,239131.0,182.0,49052.0,76951.0,20757.0,14107.0,13.0,1186.0,2022.0,6819.0,3610.0,63.0,16.0,494.0,89.0,189.0,1168.0,149.0,48.0,1271.0,111419.0,5470.0,154.0,5793.0,3110.0,4126.0,848.0,2970.0,69.0,139.0,335.0,37936.0,2030.0,1340.0,1.0,1848.0,1925.0,6910.0,508.0,3599.0,466.0,26.0,4965.0,10.0,16704.0,3234.0,955.0,1917.0,504.0,934.0,2.0,2118.0,44.0,5.0,12.0,3.0,0.0,21.0,7.0,35.0,40.0,19.0,73.0,2.0,0.0,2.0,65.0,38.0,0.0,181.0
2022-03-01,476109.0,1953258.0,382132.0,536.0,84350.0,140313.0,27988.0,21081.0,31.0,1840.0,2710.0,9572.0,5706.0,82.0,23.0,699.0,139.0,317.0,1536.0,192.0,68.0,2490.0,188249.0,7489.0,251.0,8534.0,4807.0,11621.0,1424.0,3875.0,86.0,163.0,449.0,43415.0,2734.0,2022.0,9.0,3279.0,2491.0,11089.0,650.0,10913.0,570.0,34.0,9809.0,15.0,46113.0,4710.0,1118.0,2777.0,666.0,3441.0,2.0,2930.0,54.0,5.0,15.0,3.0,0.0,28.0,9.0,39.0,67.0,27.0,86.0,4.0,0.0,3.0,69.0,49.0,1.0,262.0
2022-04-01,786196.0,2044642.0,517383.0,1645.0,119851.0,246132.0,31715.0,26816.0,73.0,2569.0,3057.0,10639.0,6879.0,82.0,25.0,810.0,176.0,478.0,1790.0,238.0,73.0,3033.0,303484.0,9396.0,251.0,17185.0,5729.0,25909.0,1744.0,4511.0,108.0,163.0,727.0,56275.0,4309.0,2115.0,81.0,4442.0,3096.0,15992.0,714.0,17239.0,589.0,34.0,19351.0,15.0,89228.0,5920.0,1322.0,3426.0,734.0,8671.0,26.0,3333.0,54.0,5.0,15.0,3.0,0.0,31.0,9.0,54.0,113.0,32.0,97.0,6.0,7.0,5.0,69.0,49.0,1.0,262.0
2022-05-01,1227363.0,2123176.0,630362.0,3930.0,163013.0,396011.0,35540.0,33326.0,156.0,3435.0,4536.0,14927.0,8519.0,101.0,28.0,916.0,209.0,739.0,2027.0,332.0,76.0,3901.0,464485.0,10519.0,446.0,26171.0,6679.0,49151.0,2299.0,5790.0,161.0,163.0,2107.0,89512.0,5979.0,2263.0,209.0,6221.0,3609.0,24248.0,822.0,24271.0,643.0,34.0,32461.0,15.0,131646.0,7610.0,1528.0,4404.0,846.0,19437.0,96.0,3725.0,55.0,12.0,15.0,3.0,2.0,35.0,9.0,77.0,602.0,36.0,128.0,8.0,8.0,8.0,69.0,49.0,1.0,262.0
2022-06-01,1682867.0,2177871.0,750855.0,4794.0,203415.0,558960.0,37257.0,39264.0,219.0,4117.0,5424.0,18610.0,10041.0,109.0,30.0,966.0,231.0,1106.0,2250.0,411.0,76.0,4473.0,635200.0,12465.0,446.0,35610.0,8371.0,61481.0,2357.0,6662.0,199.0,163.0,3404.0,139905.0,6198.0,2556.0,279.0,7458.0,3665.0,34396.0,891.0,27762.0,693.0,34.0,48941.0,157.0,181426.0,8351.0,1989.0,4757.0,938.0,27727.0,100.0,4264.0,60.0,13.0,30.0,3.0,2.0,47.0,9.0,100.0,606.0,38.0,136.0,9.0,8.0,14.0,69.0,49.0,2.0,262.0
2022-07-01,1844963.0,2508495.0,805022.0,4903.0,224294.0,625419.0,41486.0,42128.0,238.0,4359.0,6295.0,22139.0,11642.0,153.0,51.0,1297.0,288.0,1413.0,2541.0,467.0,97.0,4805.0,708283.0,13186.0,523.0,35943.0,9289.0,62627.0,2688.0,7231.0,254.0,234.0,4989.0,157461.0,6198.0,2580.0,288.0,8006.0,3689.0,35505.0,910.0,29572.0,1082.0,51.0,58936.0,160.0,215727.0,8351.0,2060.0,4757.0,938.0,28328.0,101.0,4745.0,104.0,20.0,63.0,5.0,2.0,72.0,12.0,149.0,609.0,60.0,169.0,22.0,28.0,16.0,161.0,90.0,2.0,295.0
2022-08-01,2298824.0,3013247.0,949434.0,5029.0,262475.0,785533.0,48171.0,47477.0,257.0,4953.0,7193.0,25798.0,13377.0,177.0,59.0,1565.0,330.0,1647.0,2914.0,526.0,105.0,5435.0,880208.0,15129.0,600.0,37696.0,10809.0,72139.0,3173.0,8873.0,336.0,309.0,6427.0,194764.0,6198.0,2774.0,404.0,9252.0,4110.0,40486.0,1005.0,46489.0,1416.0,68.0,83838.0,163.0,266806.0,8351.0,2178.0,4757.0,938.0,42557.0,105.0,5625.0,127.0,34.0,72.0,7.0,2.0,83.0,13.0,186.0,614.0,74.0,233.0,34.0,56.0,20.0,343.0,160.0,13.0,384.0
2022-09-01,2840505.0,3191929.0,1089150.0,5681.0,299816.0,969351.0,50933.0,55590.0,378.0,5555.0,8163.0,28270.0,14508.0,185.0,62.0,1761.0,345.0,1810.0,3183.0,544.0,137.0,5694.0,1075461.0,19028.0,613.0,45433.0,12011.0,92297.0,3904.0,11260.0,396.0,323.0,8509.0,238352.0,6198.0,3078.0,518.0,9686.0,4888.0,48472.0,1077.0,61656.0,1607.0,71.0,108221.0,165.0,306709.0,8351.0,2782.0,4757.0,938.0,64358.0,107.0,6983.0,135.0,37.0,79.0,8.0,2.0,89.0,13.0,193.0,626.0,92.0,247.0,121.0,73.0,22.0,364.0,181.0,49.0,384.0
2022-10-01,3271488.0,3317328.0,1210888.0,8448.0,321842.0,1118988.0,52976.0,63510.0,913.0,5918.0,8817.0,30781.0,15976.0,216.0,66.0,1948.0,363.0,1949.0,3554.0,565.0,137.0,5807.0,1235146.0,24263.0,613.0,58909.0,12719.0,105849.0,4349.0,13645.0,484.0,323.0,11519.0,286898.0,6198.0,3713.0,636.0,10269.0,6118.0,55605.0,1176.0,70231.0,1793.0,71.0,124257.0,171.0,340217.0,8351.0,3752.0,4757.0,938.0,66187.0,107.0,8282.0,143.0,38.0,189.0,8.0,2.0,168.0,13.0,196.0,626.0,263.0,278.0,314.0,74.0,27.0,364.0,181.0,61.0,384.0
2022-11-01,3665973.0,3400014.0,1338643.0,9931.0,340431.0,,,,,,,37281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,3894568.0,3915654.0,1478326.0,10487.0,364985.0,1347813.0,60461.0,83081.0,1232.0,6832.0,11849.0,41151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,86504.0,716504.0,142922.0,345.0,27494.0,14036.0,8062.0,6524.0,15.0,673.0,891.0,3570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,342794.0,1328582.0,311987.0,360.0,61525.0,84112.0,15366.0,14708.0,17.0,1480.0,1721.0,6892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,629046.0,1635267.0,516582.0,603.0,120317.0,158722.0,19543.0,25738.0,46.0,2563.0,4091.0,16372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,880641.0,1829649.0,627965.0,1617.0,155654.0,228456.0,23175.0,30517.0,84.0,3189.0,5740.0,22969.0,6036.0,140.0,19.0,1054.0,173.0,810.0,1575.0,170.0,82.0,1823.0,284904.0,8878.0,384.0,15429.0,6228.0,21979.0,4890.0,2592.0,163.0,115.0,2700.0,79461.0,3352.0,2069.0,121.0,5350.0,977.0,12516.0,390.0,17099.0,257.0,19.0,17892.0,11.0,60814.0,5165.0,2734.0,2705.0,685.0,1813.0,35.0,6690.0,55.0,5.0,15.0,2.0,0.0,27.0,7.0,39.0,690.0,33.0,81.0,28.0,193.0,11.0,47.0,53.0,1.0,243.0
2023-05-01,1273263.0,2107384.0,786253.0,1669.0,213189.0,342654.0,28143.0,38674.0,91.0,4466.0,8189.0,30739.0,7774.0,146.0,22.0,1164.0,196.0,1147.0,1875.0,180.0,89.0,2753.0,414444.0,12165.0,384.0,24159.0,7189.0,42934.0,5859.0,4012.0,211.0,120.0,3867.0,99003.0,4486.0,2772.0,548.0,6522.0,1396.0,19513.0,538.0,24310.0,314.0,19.0,23113.0,11.0,96760.0,7410.0,3611.0,4140.0,1035.0,8040.0,101.0,7519.0,55.0,11.0,15.0,2.0,0.0,28.0,7.0,51.0,1187.0,38.0,97.0,30.0,639.0,13.0,54.0,53.0,1.0,243.0
2023-06-01,1547705.0,2259559.0,895540.0,2618.0,248746.0,431428.0,30527.0,45963.0,133.0,5178.0,9649.0,35184.0,9002.0,146.0,25.0,1212.0,206.0,1409.0,2147.0,236.0,89.0,3259.0,513877.0,20295.0,384.0,29007.0,7568.0,59407.0,6062.0,4972.0,291.0,130.0,5132.0,102811.0,4680.0,3075.0,852.0,7449.0,1472.0,25884.0,592.0,35409.0,345.0,21.0,28567.0,68.0,127402.0,8977.0,4393.0,4710.0,1163.0,10172.0,101.0,9265.0,55.0,17.0,15.0,2.0,0.0,29.0,7.0,68.0,1786.0,41.0,111.0,33.0,639.0,15.0,58.0,55.0,1.0,243.0
2023-07-01,1727215.0,2848364.0,978105.0,2816.0,275777.0,494386.0,38508.0,49967.0,158.0,5568.0,11323.0,40284.0,10921.0,189.0,36.0,1543.0,252.0,1680.0,2543.0,341.0,114.0,3725.0,588988.0,25919.0,460.0,29630.0,8718.0,60259.0,7126.0,5825.0,370.0,218.0,6889.0,117356.0,5074.0,3499.0,860.0,8473.0,1501.0,28006.0,732.0,38818.0,445.0,41.0,39068.0,157.0,152753.0,9523.0,4766.0,5074.0,1358.0,10531.0,102.0,11852.0,94.0,38.0,32.0,7.0,0.0,51.0,8.0,132.0,1788.0,57.0,156.0,58.0,664.0,21.0,164.0,121.0,1.0,308.0
2023-08-01,2095039.0,3379197.0,1155439.0,3128.0,316711.0,612228.0,46000.0,64572.0,197.0,6109.0,24889.0,80278.0,12446.0,206.0,38.0,1827.0,296.0,1811.0,2961.0,443.0,142.0,4128.0,741550.0,27929.0,563.0,32304.0,10337.0,69881.0,11246.0,7565.0,497.0,290.0,13129.0,161648.0,5609.0,3772.0,887.0,9530.0,1888.0,33996.0,863.0,46034.0,1720.0,58.0,53954.0,174.0,191294.0,11467.0,5026.0,5914.0,1455.0,12785.0,104.0,13252.0,107.0,48.0,35.0,10.0,0.0,56.0,9.0,163.0,3404.0,65.0,208.0,89.0,1370.0,24.0,239.0,162.0,12.0,422.0
2023-09-01,2496274.0,3586925.0,1307876.0,4304.0,357093.0,742007.0,48984.0,80961.0,423.0,6692.0,34951.0,110524.0,13783.0,223.0,41.0,2033.0,314.0,1971.0,3363.0,484.0,167.0,4331.0,900235.0,29411.0,613.0,38670.0,11463.0,86675.0,14316.0,11030.0,697.0,323.0,17845.0,195937.0,6042.0,4067.0,951.0,10340.0,2081.0,40952.0,966.0,51340.0,2591.0,60.0,73258.0,182.0,231812.0,12961.0,5655.0,6447.0,1507.0,18701.0,105.0,14784.0,109.0,50.0,55.0,11.0,0.0,121.0,9.0,183.0,4516.0,101.0,229.0,195.0,1933.0,26.0,277.0,172.0,23.0,438.0
2023-10-01,2984075.0,3695074.0,1487715.0,5832.0,381940.0,905765.0,50453.0,102678.0,726.0,7180.0,41528.0,130251.0,14950.0,232.0,41.0,2106.0,336.0,2115.0,3737.0,525.0,167.0,4529.0,1093380.0,31098.0,613.0,56473.0,12544.0,125058.0,16591.0,14409.0,867.0,353.0,22011.0,224703.0,6514.0,4743.0,1141.0,11013.0,2412.0,45609.0,1260.0,53762.0,2665.0,61.0,97429.0,182.0,279894.0,15101.0,6260.0,6756.0,1556.0,26535.0,105.0,15476.0,109.0,52.0,143.0,11.0,0.0,163.0,9.0,196.0,5582.0,181.0,251.0,280.0,2368.0,30.0,281.0,172.0,27.0,438.0
2023-11-01,3353522.0,3835159.0,1634115.0,7796.0,412346.0,1034225.0,52756.0,112704.0,1116.0,7903.0,43249.0,135651.0,16127.0,238.0,42.0,2178.0,349.0,2277.0,4005.0,552.0,167.0,4779.0,1235826.0,34360.0,613.0,66442.0,13917.0,139972.0,17330.0,17122.0,1007.0,358.0,22672.0,250205.0,7140.0,5615.0,1274.0,11448.0,2843.0,54761.0,1363.0,59035.0,3198.0,65.0,100683.0,182.0,333747.0,16698.0,7066.0,7335.0,1625.0,31200.0,105.0,16203.0,110.0,58.0,266.0,11.0,0.0,198.0,9.0,199.0,5582.0,288.0,275.0,390.0,2368.0,33.0,281.0,172.0,27.0,438.0
2023-12-01,3625330.0,3987275.0,1779186.0,8024.0,443882.0,1120671.0,55307.0,120672.0,1159.0,8664.0,43717.0,136569.0,16981.0,244.0,43.0,2293.0,359.0,2408.0,4281.0,591.0,167.0,5014.0,1333210.0,36686.0,613.0,69788.0,15334.0,153827.0,18389.0,20046.0,1140.0,365.0,22982.0,254813.0,7699.0,6218.0,1369.0,12431.0,3189.0,59315.0,1451.0,61527.0,3262.0,68.0,102784.0,183.0,380226.0,18625.0,7835.0,7753.0,1683.0,36041.0,105.0,17179.0,110.0,58.0,273.0,11.0,0.0,204.0,9.0,206.0,5582.0,301.0,298.0,402.0,2368.0,35.0,281.0,172.0,27.0,438.0
2024-01-01,103225.0,872283.0,153086.0,56.0,27033.0,13434.0,11862.0,7332.0,8.0,621.0,1549.0,4645.0,1903.0,50.0,29.0,498.0,62.0,186.0,560.0,83.0,30.0,213.0,32902.0,948.0,275.0,1287.0,1463.0,3014.0,1814.0,2235.0,42.0,75.0,809.0,6690.0,869.0,896.0,3.0,1447.0,271.0,2056.0,256.0,203.0,94.0,17.0,2638.0,5.0,0.0,1045.0,866.0,848.0,407.0,889.0,1.0,1097.0,54.0,2.0,32.0,0.0,0.0,44.0,6.0,13.0,32.0,26.0,49.0,10.0,1.0,13.0,33.0,49.0,1.0,134.0
2024-02-01,317307.0,1340371.0,303399.0,84.0,49966.0,55109.0,17925.0,14726.0,12.0,1079.0,3375.0,9983.0,3216.0,69.0,36.0,728.0,104.0,308.0,903.0,122.0,51.0,667.0,89010.0,2443.0,366.0,2731.0,2784.0,6025.0,3083.0,3206.0,75.0,120.0,1728.0,27564.0,1263.0,1443.0,7.0,2484.0,549.0,4422.0,361.0,11230.0,177.0,25.0,5303.0,7.0,2470.0,2003.0,1559.0,1288.0,496.0,1411.0,2.0,1825.0,72.0,6.0,36.0,4.0,0.0,48.0,8.0,28.0,44.0,29.0,78.0,10.0,11.0,14.0,68.0,68.0,1.0,199.0
2024-03-01,555871.0,1819468.0,491682.0,115.0,90693.0,126056.0,23913.0,25455.0,15.0,1799.0,4042.0,11984.0,4363.0,81.0,41.0,981.0,140.0,441.0,1205.0,190.0,74.0,953.0,176917.0,3894.0,435.0,5203.0,4285.0,22918.0,3762.0,3879.0,108.0,169.0,1807.0,38156.0,2057.0,1986.0,22.0,4361.0,818.0,7248.0,529.0,15779.0,236.0,30.0,7319.0,10.0,36828.0,4469.0,2108.0,2036.0,633.0,1998.0,2.0,2657.0,84.0,9.0,40.0,4.0,0.0,51.0,9.0,39.0,539.0,34.0,105.0,11.0,15.0,16.0,72.0,73.0,2.0,250.0
2024-04-01,822451.0,1982113.0,631096.0,128.0,123990.0,201303.0,27025.0,33751.0,17.0,2406.0,4431.0,12557.0,5193.0,85.0,41.0,1093.0,155.0,574.0,1426.0,204.0,74.0,1278.0,263739.0,8604.0,435.0,13016.0,5292.0,30179.0,4989.0,6809.0,141.0,188.0,2129.0,44854.0,3038.0,2299.0,216.0,6177.0,1156.0,11444.0,615.0,18788.0,283.0,32.0,10347.0,10.0,73597.0,6269.0,2492.0,2928.0,833.0,2222.0,25.0,3091.0,84.0,11.0,40.0,4.0,0.0,52.0,9.0,50.0,554.0,35.0,128.0,11.0,15.0,19.0,78.0,73.0,2.0,254.0
2024-05-01,1253286.0,2157662.0,777238.0,157.0,172694.0,312936.0,29893.0,41692.0,21.0,3327.0,4974.0,14188.0,6542.0,87.0,43.0,1226.0,184.0,816.0,1691.0,237.0,77.0,1913.0,386302.0,17592.0,435.0,17419.0,7250.0,50923.0,6344.0,9306.0,208.0,211.0,2920.0,53024.0,3769.0,2902.0,531.0,7201.0,1319.0,15318.0,737.0,29988.0,303.0,37.0,14190.0,10.0,115118.0,8253.0,4056.0,3945.0,1000.0,5545.0,54.0,5047.0,84.0,15.0,40.0,4.0,0.0,53.0,9.0,73.0,587.0,36.0,153.0,11.0,15.0,21.0,78.0,73.0,2.0,260.0
2024-06-01,1446205.0,2296213.0,849256.0,172.0,200295.0,378849.0,32141.0,48926.0,24.0,3863.0,5914.0,17007.0,7223.0,97.0,43.0,1261.0,196.0,911.0,1869.0,267.0,77.0,2229.0,462494.0,20565.0,717.0,18624.0,8041.0,57195.0,7052.0,10446.0,249.0,221.0,3405.0,59062.0,3922.0,3514.0,656.0,8482.0,1324.0,17904.0,798.0,36728.0,331.0,37.0,14890.0,10.0,151787.0,9195.0,4575.0,4323.0,1106.0,7884.0,56.0,8001.0,84.0,19.0,40.0,4.0,0.0,54.0,9.0,84.0,594.0,37.0,166.0,11.0,19.0,22.0,78.0,73.0,2.0,260.0
2024-07-01,1858201.0,3202094.0,988023.0,219.0,240371.0,515559.0,43985.0,55610.0,30.0,4559.0,5932.0,17059.0,9575.0,167.0,65.0,1684.0,332.0,1207.0,2321.0,393.0,100.0,2635.0,616099.0,22793.0,860.0,22142.0,10577.0,72504.0,7314.0,12265.0,357.0,287.0,5495.0,79226.0,4545.0,4665.0,710.0,9740.0,1538.0,22029.0,1095.0,47890.0,450.0,54.0,24533.0,173.0,219404.0,10353.0,5974.0,5068.0,1422.0,9503.0,58.0,11362.0,133.0,37.0,82.0,9.0,0.0,110.0,12.0,149.0,598.0,73.0,220.0,26.0,35.0,39.0,225.0,125.0,2.0,287.0
2024-08-01,2250185.0,3701091.0,1163542.0,291.0,283833.0,637390.0,50729.0,66753.0,40.0,5283.0,6001.0,17267.0,10879.0,189.0,69.0,1908.0,455.0,1347.0,2678.0,474.0,117.0,2914.0,755317.0,26301.0,906.0,33708.0,11183.0,83369.0,7917.0,14162.0,508.0,321.0,9084.0,102531.0,4936.0,5059.0,782.0,10700.0,1816.0,29054.0,1250.0,51997.0,542.0,63.0,33604.0,175.0,273121.0,11718.0,6339.0,5761.0,1532.0,12987.0,59.0,11649.0,139.0,49.0,88.0,9.0,0.0,127.0,13.0,167.0,601.0,85.0,250.0,27.0,61.0,43.0,299.0,149.0,2.0,459.0
